address,full address,lat,lng
"Blk 888, TAMPINES ST 81, Singapore","888 Tampines Street 81, Block 888, Singapore 520888",1.3507936,103.9310024
"Blk 359, TAMPINES ST 34, Singapore","359 Tampines Street 34, Block 359, Singapore 520359",1.3556292,103.9616007
"Blk 137, SIMEI ST 1, Singapore","137 Simei Street 1, Block 137, Singapore 520137",1.3476345,103.9563283
"Blk 432, TAMPINES ST 41, Singapore","432 Tampines Street 41, Singapore 520432",1.3588201,103.9504721
"Blk 321, TAMPINES ST 33, Singapore","321 Tampines Street 33, Singapore 520321",1.350725,103.957397
"Blk 425, TAMPINES ST 41, Singapore","425 Tampines Street 41, Block 425, Singapore 520425",1.3590506,103.9481094
"Blk 348, TAMPINES ST 33, Singapore","348 Tampines Street 33, Singapore",1.352568,103.9634656
"Blk 135, SIMEI ST 1, Singapore","135 Simei Street 1, Block 135, Singapore 520135",1.3479352,103.9570741
"Blk 487B, TAMPINES ST 45, Singapore","487B Tampines Street 45, Singapore 521487",1.359985,103.958264
"Blk 489A, TAMPINES ST 45, Singapore","489A Tampines Street 45, Singapore 520489",1.360636,103.9574279
"Blk 154, SIMEI ST 1, Singapore","154 Simei Street 1, Block 154, Singapore 520154",1.3449141,103.9570565
"Blk 117, SIMEI ST 1, Singapore","117 Simei Street 1, Singapore 520117",1.3446047,103.9513563
"Blk 340, TAMPINES ST 33, Singapore","340 Tampines Street 33, Singapore 520340",1.351228,103.95989
"Blk 935, TAMPINES ST 91, Singapore","935 Tampines Street 91, Block 935, Singapore 520935",1.3456582,103.9410707
"Blk 134, SIMEI ST 1, Singapore","134 Simei Street 1, Block 134, Singapore 520134",1.3480597,103.9556677
"Blk 891A, TAMPINES AVE 8, Singapore","891A Tampines Ave 8, Singapore 521891",1.3487321,103.9309121
"Blk 133, SIMEI ST 1, Singapore","133 Simei Street 1, Block 133, Singapore 520133",1.3474428,103.9556958
"Blk 343, TAMPINES ST 33, Singapore","343 Tampines Street 33, Block 343, Singapore 520343",1.3517312,103.961268
"Blk 345, TAMPINES ST 33, Singapore","345 Tampines Street 33, Block 345, Singapore 520345",1.3517472,103.9623015
"Blk 285, TAMPINES ST 22, Singapore","285 Tampines Street 22, Block 285, Singapore 520285",1.3498571,103.952782
"Blk 718, TAMPINES ST 72, Singapore","718 Tampines Street 72, Singapore",1.3592428,103.9353955
"Blk 725, TAMPINES ST 71, Singapore","725 Tampines Street 71, Block 725, Singapore 520725",1.35707,103.9353
"Blk 730, TAMPINES ST 71, Singapore","730 Tampines Street 71, Block 730, Singapore 520730",1.3566689,103.9335203
"Blk 707, TAMPINES ST 71, Singapore","707 Tampines Street 71, Block 707, Singapore 520707",1.3575638,103.9369061
"Blk 301, TAMPINES ST 32, Singapore","301 Tampines Street 32, Block 301, Singapore 520301",1.3533093,103.9556507
"Blk 165, SIMEI RD, Singapore","165 Simei Rd, Block 165, Singapore 520165",1.3456215,103.9589869
"Blk 247, TAMPINES ST 21, Singapore","247 Tampines Street 21, Singapore 521247",1.3522764,103.9469347
"Blk 227, TAMPINES ST 23, Singapore","227 Tampines Street 23, Block 227, Singapore 521227",1.3549844,103.9550072
"Blk 810, TAMPINES AVE 4, Singapore","810 Tampines Ave 4, Block 810, Singapore 520810",1.3464704,103.9366277
"Blk 491E, TAMPINES ST 45, Singapore","491E Tampines Street 45, Block 491E, Singapore 524491",1.3625032,103.9552965
"Blk 894A, TAMPINES ST 81, Singapore","894A Tampines Street 81, Block 894A, Singapore 521894",1.3480238,103.9319385
"Blk 865, TAMPINES ST 83, Singapore","865 Tampines Street 83, Block 865, Singapore 520865",1.353876,103.9342525
"Blk 922, TAMPINES ST 91, Singapore","922 Tampines Street 91, Block 922, Singapore 520922",1.34752,103.9406946
"Blk 930, TAMPINES ST 91, Singapore","930 Tampines Street 91, Block 930, Singapore 520930",1.3458887,103.9396193
"Blk 846, TAMPINES ST 82, Singapore","846 Tampines Street 82, Block 846, Singapore 520846",1.352136,103.9359065
"Blk 270, TAMPINES ST 21, Singapore","270 Tampines Street 21, Block 270, Singapore 520270",1.3498664,103.9486647
"Blk 497G, TAMPINES ST 45, Singapore","497G Tampines Street 45, Block 497G, Singapore 525497",1.3601649,103.9595174
"Blk 141, TAMPINES ST 12, Singapore","141 Tampines Street 12, Block 141, Singapore 521141",1.3483734,103.9449115
"Blk 741, TAMPINES ST 72, Singapore","741 Tampines Street 72, Block 741, Singapore 520741",1.35986,103.933067
"Blk 497B, TAMPINES ST 45, Singapore","497B Tampines Street 45, Block 497B, Singapore 521497",1.3587565,103.9581735
"Blk 492C, TAMPINES ST 45, Singapore","492C Tampines Street 45, Block 492C, Singapore 522492",1.3634326,103.9537528
"Blk 497H, TAMPINES ST 45, Singapore","497H Tampines Street 45, Block 497H, Singapore 526497",1.3597582,103.9599128
"Blk 731, TAMPINES ST 71, Singapore","731 Tampines Street 71, Block 731, Singapore 520731",1.3569949,103.9342152
"Blk 289, TAMPINES ST 22, Singapore","289 Tampines Street 22, Block 289, Singapore 520289",1.3496358,103.955355
"Blk 727, TAMPINES ST 71, Singapore","727 Tampines Street 71, Block 727, Singapore 520727",1.3562845,103.9354884
"Blk 485B, TAMPINES AVE 9, Singapore","485B Tampines Ave 9, Singapore",1.3601121,103.9557821
"Blk 842E, TAMPINES ST 82, Singapore","842E Tampines Street 82, Block 842E, Singapore 525842",1.3518239,103.9381488
"Blk 498E, TAMPINES ST 45, Singapore","498E Tampines Street 45, Singapore 523498",1.36156,103.959052
"Blk 277, TAMPINES ST 22, Singapore","277 Tampines Street 22, Block 277, Singapore 520277",1.3473929,103.9509226
"Blk 496C, TAMPINES ST 43, Singapore","496C Tampines Street 43, Block 496C, Singapore 526496",1.362047,103.950383
"Blk 237, TAMPINES ST 21, Singapore","237 Tampines Street 21, Block 237, Singapore 520237",1.3555344,103.947197
"Blk 486B, TAMPINES AVE 9, Singapore","486B Tampines Ave 9, Singapore 521486",1.35889,103.956845
"Blk 501, TAMPINES CTRL 1, Singapore","501 Tampines Central 1, Singapore 520501",1.3556401,103.9449726
"Blk 496E, TAMPINES AVE 9, Singapore","496E Tampines Ave 9, Block 496E, Singapore 521496",1.3611459,103.9498111
"Blk 307, TAMPINES ST 32, Singapore","307 Tampines Street 32, Block 307, Singapore 520307",1.3527863,103.9563607
"Blk 230C, TAMPINES ST 24, Singapore","230C Tampines Street 24, Block 230C, Singapore 526230",1.3555781,103.9512963
"Blk 870, TAMPINES ST 83, Singapore","870 Tampines Street 83, Block 870, Singapore 520870",1.3543579,103.9334004
"Blk 491C, TAMPINES ST 45, Singapore","491C Tampines Street 45, Block 491C, Singapore 522491",1.3620552,103.9547774
"Blk 164, TAMPINES ST 12, Singapore","164 Tampines Street 12, Block 164, Singapore 521164",1.34959,103.9460138
"Blk 263, TAMPINES ST 21, Singapore","263 Tampines Street 21, Block 263, Singapore 520263",1.3532015,103.951076
"Blk 234, TAMPINES ST 21, Singapore","234 Tampines Street 21, Block 234, Singapore 521234",1.3559081,103.9482587
"Blk 440, TAMPINES ST 43, Singapore","440 Tampines Street 43, Block 440, Singapore 520440",1.3607607,103.9516058
"Blk 384, TAMPINES ST 32, Singapore","384 Tampines Street 32, Singapore 520384",1.3542811,103.9576394
"Blk 304, TAMPINES ST 32, Singapore","304 Tampines Street 32, Block 304, Singapore 520304",1.3522777,103.9563734
"Blk 489B, TAMPINES ST 45, Singapore","489B Tampines Street 45, Singapore 521489",1.361324,103.957485
"Blk 123, SIMEI ST 1, Singapore","123 Simei Street 1, Singapore 520123",1.345275,103.95335
"Blk 126, TAMPINES ST 11, Singapore","126 Tampines Street 11, Singapore 521126",1.345796,103.950313
"Blk 356, TAMPINES ST 33, Singapore","356 Tampines Street 33, Block 356, Singapore 520356",1.3545835,103.9614621
"Blk 493D, TAMPINES ST 43, Singapore","493D Tampines Street 43, Block 493D, Singapore 523493",1.3624214,103.9516506
"Blk 122, SIMEI ST 1, Singapore","122 Simei Street 1, Singapore 520122",1.3454815,103.9523744
"Blk 867, TAMPINES ST 83, Singapore","867 Tampines Street 83, Singapore",1.3553303,103.9342528
"Blk 712, TAMPINES ST 71, Singapore","712 Tampines Street 71, Block 712, Singapore 520712",1.3590266,103.937132
"Blk 392, TAMPINES AVE 7, Singapore","392 Tampines Ave 7, Singapore",1.3555156,103.95769
"Blk 142, TAMPINES ST 12, Singapore","142 Tampines Street 12, Singapore 521142",1.348711,103.944656
"Blk 858B, TAMPINES AVE 5, Singapore","858B Tampines Ave 5, Singapore 522858",1.354301,103.938593
"Blk 926, TAMPINES ST 91, Singapore","926 Tampines Street 91, Block 926, Singapore 520926",1.3460487,103.9409743
"Blk 411, TAMPINES ST 41, Singapore","411 Tampines Street 41, Block 411, Singapore 520411",1.3591316,103.9462554
"Blk 903, TAMPINES AVE 4, Singapore","903 Tampines Ave 4, Block 903, Singapore 520903",1.3509494,103.9397234
"Blk 705, TAMPINES ST 71, Singapore","705 Tampines Street 71, Block 705, Singapore 520705",1.3572101,103.9371524
"Blk 162, SIMEI RD, Singapore","162 Simei Rd, Singapore",1.3456907,103.9596319
"Blk 932, TAMPINES ST 91, Singapore","932 Tampines Street 91, Block 932, Singapore 520932",1.3455866,103.9394554
"Blk 216, TAMPINES ST 23, Singapore","216 Tampines Street 23, Block 216, Singapore 520216",1.3540455,103.9526949
"Blk 126, SIMEI ST 1, Singapore","126 Simei Street 1, Singapore 520128",1.3472986,103.9546088
"Blk 704, TAMPINES ST 71, Singapore","704 Tampines Street 71, Block 704, Singapore 520704",1.3566426,103.9371659
"Blk 112, SIMEI ST 1, Singapore","112 Simei Street 1, Block 112, Singapore 520112",1.3429318,103.9495537
"Blk 164, SIMEI RD, Singapore","164 Simei Rd, Block 164, Singapore 520164",1.3460644,103.9585106
"Blk 230, SIMEI ST 4, Singapore","230 Simei Street 4, Block 230, Singapore 520230",1.3433712,103.9558427
"Blk 102, SIMEI ST 1, Singapore","102 Simei Street 1, Block 102, Singapore 520102",1.3412378,103.9513712
"Blk 842G, TAMPINES ST 82, Singapore","842G Tampines Street 82, Singapore 527842",1.352196,103.937262
"Blk 739, TAMPINES ST 72, Singapore","739 Tampines Street 72, Block 739, Singapore 520739",1.3592052,103.9332748
"Blk 863, TAMPINES ST 83, Singapore","863 Tampines Street 83, Block 863, Singapore 520863",1.3554443,103.935913
"Blk 315, TAMPINES ST 33, Singapore","315 Tampines Street 33, Block 315, Singapore 520315",1.3522432,103.9575566
"Blk 326, TAMPINES ST 32, Singapore","326 Tampines Street 32, Singapore 520326",1.352566,103.958597
"Blk 896A, TAMPINES ST 81, Singapore","896A Tampines Street 81, Block 896A, Singapore 521896",1.3485712,103.9325172
"Blk 336, TAMPINES ST 32, Singapore","336 Tampines Street 32, Singapore 520336",1.352623,103.960184
"Blk 894, TAMPINES ST 81, Singapore","894 Tampines Street 81, Block 894, Singapore 520894",1.3487108,103.9317767
"Blk 857, TAMPINES ST 83, Singapore","857 Tampines Street 83, Block 857, Singapore 520857",1.3543254,103.9359122
"Blk 893, TAMPINES AVE 8, Singapore","893 Tampines Ave 8, Block 893, Singapore 520893",1.348681,103.9300287
"Blk 860, TAMPINES AVE 5, Singapore","860 Tampines Ave 5, Block 860, Singapore 520860",1.3554958,103.9379
"Blk 245, TAMPINES ST 21, Singapore","245 Tampines Street 21, Singapore 521245",1.3528958,103.9471092
"Blk 226, SIMEI ST 4, Singapore","226 Simei Street 4, Singapore",1.3422692,103.9566493
"Blk 147, TAMPINES AVE 5, Singapore","147 Tampines Ave 5, Block 147, Singapore 521147",1.3492885,103.9421744
"Blk 856F, TAMPINES ST 82, Singapore","856F Tampines Street 82, Block 856E, Singapore 526856",1.3528911,103.9385516
"Blk 856D, TAMPINES ST 82, Singapore","856D Tampines Street 82, Block 856D, Singapore 524856",1.3522148,103.9386059
"Blk 151, TAMPINES ST 12, Singapore","151 Tampines Street 12, Block 151, Singapore 521151",1.3511826,103.9438121
"Blk 460, TAMPINES ST 42, Singapore","460 Tampines Street 42, Block 460, Singapore 520460",1.3581406,103.9550277
"Blk 54, LOR 5 TOA PAYOH, Singapore","54 Lor 5 Toa Payoh, Block 54, Singapore 310054",1.337368,103.8503233
"Blk 2, UPP ALJUNIED LANE, Singapore","2 Upper Aljunied Ln, Singapore 360002",1.334171,103.8792185
"Blk 195, KIM KEAT AVE, Singapore","195 Kim Keat Ave, Singapore",1.330235,103.858813
"Blk 51, LOR 6 TOA PAYOH, Singapore","51 Lor 6 Toa Payoh, Block 51, Singapore 310051",1.3377753,103.8524876
"Blk 118, POTONG PASIR AVE 1, Singapore","118 Potong Pasir Ave 1, Block 118, Singapore 350118",1.3354405,103.8626624
"Blk 4, UPP ALJUNIED LANE, Singapore","4 Upper Aljunied Ln, Singapore 360004",1.3335272,103.8791197
"Blk 1, LOR 7 TOA PAYOH, Singapore","1 Lor 7 Toa Payoh, Singapore",1.3361387,103.8572227
"Blk 57, LOR 5 TOA PAYOH, Singapore","57 Lor 5 Toa Payoh, Block 57, Singapore 310057",1.3370957,103.8514741
"Blk 232, LOR 8 TOA PAYOH, Singapore","232 Lor 8 Toa Payoh, Block 232, Singapore 310232",1.3375565,103.8587905
"Blk 4, LOR 7 TOA PAYOH, Singapore","4 Lor 7 Toa Payoh, Block 4, Singapore 310004",1.3390696,103.8555497
"Blk 114, POTONG PASIR AVE 1, Singapore","114 Potong Pasir Ave 1, Singapore",1.3367292,103.8632226
"Blk 73, LOR 4 TOA PAYOH, Singapore","73 Lor 4 Toa Payoh, Singapore",1.333581,103.851078
"Blk 2, LOR 7 TOA PAYOH, Singapore","2 Lor 7 Toa Payoh, Block 2, Singapore 310002",1.338761,103.8536883
"Blk 27, TOA PAYOH EAST, Singapore","27 Toa Payoh E, Block 27, Singapore 310027",1.3324131,103.8563861
"Blk 3, LOR 7 TOA PAYOH, Singapore","3 Lor 7 Toa Payoh, Block 3, Singapore 310003",1.3392387,103.8544757
"Blk 125, LOR 1 TOA PAYOH, Singapore","125 Lor 1 Toa Payoh, Block 125, Singapore 310125",1.3381822,103.8455788
"Blk 26, TOA PAYOH EAST, Singapore","26 Toa Payoh E, Singapore",1.3335738,103.8566947
"Blk 34, LOR 5 TOA PAYOH, Singapore","34 Lor 5 Toa Payoh, Block 34, Singapore 310034",1.3348052,103.8541874
"Blk 199, TOA PAYOH NTH, Singapore","199 Toa Payoh N, Block 199, Singapore 310199",1.3419852,103.8506582
"Blk 206, TOA PAYOH NTH, Singapore","206 Toa Payoh N, Block 206, Singapore 310206",1.3423644,103.846496
"Blk 18, LOR 7 TOA PAYOH, Singapore","18 Lor 7 Toa Payoh, Block 18, Singapore 310018",1.335775,103.8567554
"Blk 38, LOR 5 TOA PAYOH, Singapore","38 Lor 5 Toa Payoh, Block 38, Singapore 310038",1.3353369,103.855173
"Blk 20, LOR 7 TOA PAYOH, Singapore","20 Lor 7 Toa Payoh, Block 20, Singapore 310020",1.3349499,103.8571315
"Blk 205, TOA PAYOH NTH, Singapore","205 Toa Payoh N, Singapore",1.3420217,103.8482738
"Blk 168, LOR 1 TOA PAYOH, Singapore","168 Lor 1 Toa Payoh, Block 168, Singapore 310168",1.331947,103.843415
"Blk 231, LOR 8 TOA PAYOH, Singapore","231 Lor 8 Toa Payoh, Block 231, Singapore 310231",1.337366,103.8594355
"Blk 108, LOR 1 TOA PAYOH, Singapore","108 Lor 1 Toa Payoh, Block 108, Singapore 310108",1.3415508,103.8473048
"Blk 174, LOR 1 TOA PAYOH, Singapore","174 Lor 1 Toa Payoh, Singapore",1.33032,103.842001
"Blk 117, POTONG PASIR AVE 1, Singapore","117 Potong Pasir Ave 1, Singapore",1.33563,103.863609
"Blk 85C, LOR 4 TOA PAYOH, Singapore","85C Lor 4 Toa Payoh, Block 85C, Singapore 313085",1.3363461,103.8473795
"Blk 69, LOR 4 TOA PAYOH, Singapore","69 Lor 4 Toa Payoh, Block 69, Singapore 310069",1.3341906,103.8527235
"Blk 116, LOR 2 TOA PAYOH, Singapore","116 Lor 2 Toa Payoh, Block 116, Singapore 310116",1.3403855,103.846099
"Blk 157, LOR 1 TOA PAYOH, Singapore","157 Lor 1 Toa Payoh, Block 157, Singapore 310157",1.3326194,103.8453971
"Blk 85A, LOR 4 TOA PAYOH, Singapore","85A Lor 4 Toa Payoh, Block 85A, Singapore 311085",1.3363503,103.8493037
"Blk 104, POTONG PASIR AVE 1, Singapore","104 Potong Pasir Ave 1, Block 104, Singapore 350104",1.3343343,103.8692142
"Blk 145, POTONG PASIR AVE 2, Singapore","145 Potong Pasir Ave 2, Block 145, Singapore 350145",1.3323145,103.8660819
"Blk 17, JOO SENG RD, Singapore","17 Joo Seng Rd, Singapore 360017",1.336244,103.881127
"Blk 185, TOA PAYOH CTRL, Singapore","185 Toa Payoh Central, Singapore 310185",1.3327195,103.8500289
"Blk 252, KIM KEAT LINK, Singapore","252 Kim Keat Link, Singapore 310252",1.331238,103.857235
"Blk 202, TOA PAYOH NTH, Singapore","202 Toa Payoh N, Block 202, Singapore 310202",1.3414861,103.8495995
"Blk 200, TOA PAYOH NTH, Singapore","200 Toa Payoh N, Block 200, Singapore 310200",1.3413197,103.8508343
"Blk 204, TOA PAYOH NTH, Singapore","204 Toa Payoh N, Block 204, Singapore 310204",1.3414969,103.8490415
"Blk 142, LOR 2 TOA PAYOH, Singapore","142 Lor 2 Toa Payoh, Block 142, Singapore 310142",1.3357274,103.8450918
"Blk 175, LOR 2 TOA PAYOH, Singapore","175 Lor 2 Toa Payoh, Singapore",1.3332802,103.8470283
"Blk 217, LOR 8 TOA PAYOH, Singapore","217 Lor 8 Toa Payoh, Singapore",1.3423979,103.8549507
"Blk 218, LOR 8 TOA PAYOH, Singapore","218 Lor 8 Toa Payoh, Block 218, Singapore 310218",1.3427725,103.8551486
"Blk 10B, LOR 7 TOA PAYOH, Singapore","10B Lor 7 Toa Payoh, Block 10B, Singapore 312010",1.3371742,103.8582858
"Blk 10, LOR 7 TOA PAYOH, Singapore","10 Lor 7 Toa Payoh, Block 10, Singapore 310010",1.3371527,103.8572037
"Blk 48, LOR 5 TOA PAYOH, Singapore","48 Lor 5 Toa Payoh, Block 48, Singapore 310048",1.3372205,103.8536748
"Blk 145, LOR 2 TOA PAYOH, Singapore","145 Lor 2 Toa Payoh, Singapore 310145",1.3352635,103.8459964
"Blk 7, LOR 7 TOA PAYOH, Singapore","7 Lor 7 Toa Payoh, Block 7, Singapore 310007",1.3380282,103.8572621
"Blk 155, LOR 1 TOA PAYOH, Singapore","155 Lor 1 Toa Payoh, Block 155, Singapore 310155",1.3327562,103.8456289
"Blk 146, LOR 2 TOA PAYOH, Singapore","146 Lor 2 Toa Payoh, Singapore",1.3347074,103.8458312
"Blk 254, KIM KEAT AVE, Singapore","254 Kim Keat Ave, Singapore 310254",1.331723,103.858321
"Blk 79B, TOA PAYOH CTRL, Singapore","79B Toa Payoh Central, Singapore 312079",1.3347825,103.8479877
"Blk 60, LOR 4 TOA PAYOH, Singapore","60 Lor 4 Toa Payoh, Block 60, Singapore 310060",1.3363256,103.8506178
"Blk 122, POTONG PASIR AVE 1, Singapore","122 Potong Pasir Ave 1, Block 122, Singapore 350122",1.3350005,103.8662197
"Blk 82B, LOR 4 TOA PAYOH, Singapore","82B Lor 4 Toa Payoh, Block 82B, Singapore 312082",1.3356646,103.8487717
"Blk 123, POTONG PASIR AVE 1, Singapore","123 Potong Pasir Ave 1, Block 123, Singapore 350123",1.3351885,103.8657958
"Blk 122, LOR 2 TOA PAYOH, Singapore","122 Lor 2 Toa Payoh, Block 122, Singapore 310122",1.3397801,103.8464042
"Blk 99B, LOR 2 TOA PAYOH, Singapore","99B Lor 2 Toa Payoh, Block 99B, Singapore 311099",1.3387165,103.8472021
"Blk 158, LOR 1 TOA PAYOH, Singapore","158 Lor 1 Toa Payoh, Block 158, Singapore 310158",1.3314561,103.8450085
"Blk 99C, LOR 2 TOA PAYOH, Singapore","99C Lor 2 Toa Payoh, Singapore 312099",1.3390399,103.8475178
"Blk 99A, LOR 2 TOA PAYOH, Singapore","99A Lor 2 Toa Payoh, Block 99A, Singapore 310099",1.3387721,103.8468511
"Blk 18, MARSILING LANE, Singapore","18 Marsiling Ln, Singapore 730018",1.443049,103.777685
"Blk 24, MARSILING DR, Singapore","24 Marsiling Dr, Singapore 730024",1.441578,103.772549
"Blk 129, MARSILING RISE, Singapore","129 Marsiling Rise, Block 129, Singapore 730129",1.437828,103.7787313
"Blk 19, MARSILING LANE, Singapore","19 Marsiling Ln, Singapore 739152",1.4433092,103.7778928
"Blk 125, MARSILING RISE, Singapore","125 Marsiling Rise, Block 125, Singapore 730125",1.4384954,103.7795733
"Blk 217, MARSILING CRES, Singapore","217 Marsiling Cres, Singapore 730217",1.4467942,103.7726658
"Blk 218, MARSILING CRES, Singapore","218 Marsiling Cres, Singapore 730218",1.4466991,103.7738529
"Blk 203, MARSILING DR, Singapore","203 Marsiling Dr, Singapore 730203",1.4432818,103.7743181
"Blk 2, MARSILING DR, Singapore","2 Marsiling Dr, Singapore 730002",1.4406998,103.7765983
"Blk 23, MARSILING DR, Singapore","23 Marsiling Dr, Singapore 730023",1.441628,103.77273
"Blk 22, MARSILING DR, Singapore","22 Marsiling Dr, Singapore 730022",1.442659,103.774277
"Blk 1, MARSILING DR, Singapore","1 Marsiling Dr, Singapore 730001",1.4406998,103.7765983
"Blk 202, MARSILING DR, Singapore","202 Marsiling Dr, Singapore 730202",1.4432766,103.7743436
"Blk 148, WOODLANDS ST 13, Singapore","148 Woodlands Street 13, Block 148, Singapore 730148",1.4357862,103.7739962
"Blk 8, MARSILING DR, Singapore","8 Marsiling Dr, Singapore 730008",1.4411773,103.7759988
"Blk 30, MARSILING DR, Singapore","30 Marsiling Dr, Singapore 730030",1.442339,103.772406
"Blk 102, WOODLANDS ST 13, Singapore","102 Woodlands Street 13, Block 102, Singapore 730102",1.4361113,103.7812127
"Blk 213, MARSILING CRES, Singapore","213 Marsiling Cres, Singapore 730213",1.4466991,103.7738529
"Blk 850, WOODLANDS ST 82, Singapore","850 Woodlands Street 82, Block 850, Singapore 730850",1.4409605,103.7920676
"Blk 152, WOODLANDS ST 13, Singapore","152 Woodlands Street 13, Block 152, Singapore 730152",1.4350492,103.7742226
"Blk 101, WOODLANDS ST 13, Singapore","101 Woodlands Street 13, Block 101, Singapore 730101",1.4360594,103.7819497
"Blk 31, MARSILING DR, Singapore","31 Marsiling Dr, Singapore 730031",1.4432276,103.7725394
"Blk 313, WOODLANDS ST 31, Singapore","313 Woodlands Street 31, Block 313, Singapore 730313",1.4308049,103.7761476
"Blk 854, WOODLANDS ST 83, Singapore","854 Woodlands Street 83, Singapore 730854",1.4398617,103.7930491
"Blk 28, MARSILING DR, Singapore","28 Marsiling Dr, Singapore 730028",1.442659,103.774277
"Blk 842, WOODLANDS ST 82, Singapore","842 Woodlands Street 82, Singapore 730842",1.4435144,103.7923271
"Blk 579, WOODLANDS DR 16, Singapore","579 Woodlands Drive 16, Block 579, Singapore 730579",1.4308091,103.7958497
"Blk 437, WOODLANDS ST 41, Singapore","437 Woodlands Street 41, Block 437, Singapore 730437",1.4269676,103.7747021
"Blk 120, MARSILING RISE, Singapore","120 Marsiling Rise, Block 120, Singapore 730120",1.4391295,103.7806164
"Blk 177, WOODLANDS ST 13, Singapore","177 Woodlands Street 13, Block 177, Singapore 730177",1.4343609,103.778051
"Blk 160, WOODLANDS ST 13, Singapore","160 Woodlands Street 13, Block 160, Singapore 730160",1.4333315,103.774651
"Blk 840, WOODLANDS ST 82, Singapore","840 Woodlands Street 82, Singapore",1.4438674,103.7922546
"Blk 776, WOODLANDS CRES, Singapore","776 Woodlands Cres, Singapore 730776",1.4477849,103.8000766
"Blk 775, WOODLANDS CRES, Singapore","775 Woodlands Cres, Block 775, Singapore 730775",1.448427,103.7998695
"Blk 309, WOODLANDS AVE 1, Singapore","309 Woodlands Ave 1, Singapore 730309",1.429749,103.775955
"Blk 156, WOODLANDS ST 13, Singapore","156 Woodlands Street 13, Singapore 730156",1.434253,103.774323
"Blk 347, WOODLANDS AVE 3, Singapore","347 Woodlands Ave 3, Block 347, Singapore 730347",1.4331478,103.781566
"Blk 5A, MARSILING DR, Singapore","5A Marsiling Dr, Singapore 732005",1.4406998,103.7765983
"Blk 575, WOODLANDS DR 16, Singapore","575 Woodlands Drive 16, Block 575, Singapore 730575",1.4311846,103.7972632
"Blk 168, WOODLANDS ST 11, Singapore","168 Woodlands Street 11, Block 168, Singapore 730168",1.4333185,103.7764299
"Blk 173, WOODLANDS ST 13, Singapore","173 Woodlands Street 13, Block 173, Singapore 730173",1.4333146,103.7777874
"Blk 321, WOODLANDS ST 32, Singapore","321 Woodlands Street 32, Block 321, Singapore 730321",1.431708,103.779024
"Blk 506, WOODLANDS DR 14, Singapore","506 Woodlands Drive 14, Block 506, Singapore 730506",1.432445,103.790839
"Blk 620, WOODLANDS DR 52, Singapore","620 Woodlands Drive 52, Block 620, Singapore 730620",1.4336471,103.7989003
"Blk 752, WOODLANDS CIRCLE, Singapore","752 Woodlands Cir, Block 752, Singapore 730752",1.445514,103.7948549
"Blk 774, WOODLANDS CRES, Singapore","774 Woodlands Cres, Block 774, Singapore 730774",1.4480795,103.799102
"Blk 615, WOODLANDS AVE 4, Singapore","615 Woodlands Ave 4, Block 615, Singapore 730615",1.4340373,103.7967321
"Blk 584, WOODLANDS DR 16, Singapore","584 Woodlands Drive 16, Block 584, Singapore 730584",1.4296546,103.7948524
"Blk 554, WOODLANDS DR 53, Singapore","554 Woodlands Drive 53, Block 554, Singapore 730554",1.4321864,103.7965301
"Blk 104, WOODLANDS ST 13, Singapore","104 Woodlands Street 13, Block 104, Singapore 730104",1.4364765,103.7815848
"Blk 786B, WOODLANDS DR 60, Singapore","786B Woodlands Drive 60, Block 786B, Singapore 732786",1.44569,103.8008416
"Blk 541, WOODLANDS DR 16, Singapore","541 Woodlands Drive 16, Block 541, Singapore 730541",1.4281071,103.7931858
"Blk 628B, WOODLANDS RING RD, Singapore","628B Woodlands Ring Rd, Block 628B, Singapore 732628",1.4343963,103.800638
"Blk 737, WOODLANDS CIRCLE, Singapore","737 Woodlands Cir, Singapore",1.44368,103.796672
"Blk 577, WOODLANDS DR 16, Singapore","577 Woodlands Drive 16, Block 577, Singapore 730577",1.4310266,103.7965194
"Blk 159, WOODLANDS ST 13, Singapore","159 Woodlands Street 13, Block 159, Singapore 730159",1.4336935,103.7745774
"Blk 701, WOODLANDS DR 40, Singapore","701 Woodlands Drive 40, Singapore 730701",1.4417863,103.7959629
"Blk 725, WOODLANDS AVE 6, Singapore","725 Woodlands Ave 6, Block 725, Singapore 730725",1.4446916,103.7990227
"Blk 747, WOODLANDS CIRCLE, Singapore","747 Woodlands Cir, Block 747, Singapore 730747",1.4430665,103.7949545
"Blk 728, WOODLANDS CIRCLE, Singapore","728 Woodlands Cir, Singapore 730728",1.4429412,103.7989657
"Blk 546, WOODLANDS DR 16, Singapore","546 Woodlands Drive 16, Block 546, Singapore 730546",1.4297442,103.7938139
"Blk 171, WOODLANDS ST 11, Singapore","171 Woodlands Street 11, Block 171, Singapore 730171",1.43406,103.7764724
"Blk 155, WOODLANDS ST 13, Singapore","155 Woodlands Street 13, Block 155, Singapore 730155",1.4347404,103.774548
"Blk 178, WOODLANDS ST 13, Singapore","178 Woodlands Street 13, Block 178, Singapore 730178",1.4345525,103.7776651
"Blk 771, WOODLANDS DR 60, Singapore","771 Woodlands Drive 60, Block 771, Singapore 730771",1.4468939,103.7979484
"Blk 787B, WOODLANDS CRES, Singapore","787B Woodlands Cres, Block 787B, Singapore 732787",1.444498,103.8009376
"Blk 617, WOODLANDS AVE 4, Singapore","617 Woodlands Ave 4, Block 617, Singapore 730617",1.4339675,103.79575
